,2014 Crimean crisis,2014 FIFA World Cup,2014 Ferguson unrest,2014 Hong Kong protests,2014 Israel–Gaza conflict,2014 Winter Olympics,Chibok schoolgirl kidnapping,Cuba–United States relations,Ebola virus epidemic in West Africa,Eurovision Song Contest 2014,Felipe VI of Spain,Gamergate controversy,Heartbleed,Ice Bucket Challenge,"Indian general election, 2014",Islamic State of Iraq and the Levant,Malaysia Airlines Flight 17,Malaysia Airlines Flight 370,Minecraft,Rosetta spacecraft,"Scottish independence referendum, 2014",Sinking of the MV Sewol,Soma mine disaster,"United States elections, 2014"
2014-04-04,6661.0,14851.0,0.0,0.0,0.0,2883.0,0.0,479.0,0.0,5302.0,0.0,0.0,0.0,0.0,26099.0,1705.0,0.0,46317.0,22305.0,275.0,2437.0,0.0,0.0,673.0
2014-04-05,4973.0,13016.0,0.0,0.0,0.0,2233.0,0.0,222.0,0.0,5618.0,0.0,0.0,0.0,0.0,20627.0,1453.0,0.0,41035.0,10302.0,179.0,2463.0,0.0,0.0,550.0
2014-04-06,5179.0,13229.0,0.0,0.0,0.0,2436.0,0.0,292.0,0.0,5850.0,1.0,0.0,0.0,0.0,22466.0,1315.0,0.0,42641.0,9830.0,239.0,3238.0,0.0,0.0,631.0
2014-04-07,7852.0,15978.0,0.0,0.0,0.0,3004.0,0.0,502.0,0.0,5446.0,0.0,0.0,7.0,0.0,45656.0,1667.0,0.0,47831.0,12019.0,259.0,2982.0,0.0,0.0,980.0
2014-04-08,7313.0,16284.0,0.0,0.0,0.0,2794.0,0.0,520.0,0.0,4778.0,0.0,0.0,5281.0,0.0,36976.0,1865.0,0.0,37254.0,11337.0,263.0,3646.0,0.0,0.0,905.0
2014-04-09,6614.0,16351.0,0.0,0.0,0.0,2784.0,0.0,492.0,0.0,4840.0,0.0,0.0,21187.0,0.0,44174.0,1397.0,0.0,35470.0,10258.0,278.0,3144.0,0.0,0.0,810.0
2014-04-10,6535.0,15989.0,0.0,0.0,0.0,2510.0,0.0,535.0,0.0,4450.0,0.0,0.0,12251.0,0.0,54869.0,1478.0,0.0,31702.0,10596.0,355.0,2817.0,0.0,0.0,804.0
2014-04-11,5485.0,14200.0,0.0,0.0,0.0,2122.0,0.0,379.0,0.0,4345.0,0.0,0.0,46511.0,0.0,35825.0,1415.0,0.0,29200.0,11072.0,291.0,2861.0,0.0,0.0,779.0
2014-04-12,4522.0,11724.0,0.0,0.0,0.0,1682.0,0.0,225.0,0.0,4722.0,0.0,0.0,45995.0,0.0,23372.0,1229.0,0.0,23943.0,9930.0,201.0,3333.0,0.0,0.0,526.0
2014-04-13,6790.0,12762.0,0.0,0.0,0.0,2067.0,0.0,274.0,0.0,4839.0,0.0,0.0,61337.0,0.0,21091.0,1134.0,0.0,25084.0,9460.0,176.0,2774.0,0.0,0.0,587.0
2014-04-14,8443.0,16282.0,0.0,0.0,0.0,2217.0,0.0,430.0,0.0,5155.0,0.0,0.0,87140.0,0.0,32867.0,1337.0,0.0,30723.0,10045.0,274.0,2736.0,0.0,0.0,794.0
2014-04-15,8405.0,18179.0,0.0,0.0,0.0,2348.0,0.0,429.0,0.0,4523.0,2.0,0.0,105263.0,0.0,32489.0,1310.0,0.0,27633.0,9846.0,305.0,3418.0,0.0,0.0,801.0
2014-04-16,8223.0,16673.0,0.0,0.0,0.0,2363.0,0.0,379.0,0.0,5060.0,0.0,0.0,58330.0,0.0,32966.0,1429.0,0.0,26889.0,10092.0,281.0,2725.0,0.0,0.0,829.0
2014-04-17,8880.0,15959.0,0.0,0.0,0.0,2158.0,0.0,422.0,0.0,4757.0,0.0,0.0,51835.0,0.0,39062.0,1176.0,0.0,25666.0,9947.0,243.0,2369.0,0.0,0.0,779.0
2014-04-18,7107.0,14811.0,0.0,0.0,0.0,1755.0,0.0,284.0,0.0,4716.0,0.0,0.0,32921.0,0.0,25471.0,1188.0,0.0,21884.0,9074.0,235.0,1935.0,3.0,0.0,640.0
2014-04-19,5266.0,13072.0,0.0,0.0,0.0,1648.0,0.0,258.0,0.0,4680.0,0.0,0.0,30701.0,0.0,19359.0,1124.0,0.0,19605.0,8428.0,170.0,1922.0,0.0,0.0,458.0
2014-04-20,5377.0,13550.0,0.0,0.0,0.0,1698.0,0.0,241.0,0.0,4825.0,0.0,0.0,25244.0,0.0,17337.0,1129.0,0.0,19605.0,8282.0,217.0,2700.0,1.0,0.0,485.0
2014-04-21,7117.0,16983.0,0.0,0.0,0.0,2201.0,0.0,389.0,0.0,5176.0,0.0,0.0,31609.0,0.0,29821.0,1216.0,0.0,25549.0,9646.0,244.0,2992.0,318.0,0.0,874.0
2014-04-22,7875.0,20350.0,0.0,0.0,0.0,2209.0,0.0,425.0,0.0,5342.0,0.0,0.0,38401.0,0.0,29288.0,1577.0,0.0,24240.0,10257.0,305.0,3309.0,5874.0,0.0,941.0
2014-04-23,7810.0,22371.0,0.0,0.0,0.0,2427.0,0.0,441.0,0.0,5979.0,0.0,0.0,28414.0,0.0,36109.0,1452.0,0.0,23074.0,9307.0,331.0,3773.0,11680.0,0.0,934.0
2014-04-24,7864.0,20661.0,0.0,0.0,0.0,2198.0,0.0,472.0,0.0,5777.0,0.0,0.0,24799.0,0.0,48023.0,1350.0,0.0,21239.0,9903.0,331.0,3908.0,10165.0,0.0,890.0
2014-04-25,7908.0,19013.0,0.0,0.0,0.0,2082.0,0.0,381.0,0.0,6584.0,0.0,0.0,19697.0,0.0,31646.0,1487.0,0.0,19553.0,10736.0,296.0,2648.0,10531.0,0.0,800.0
2014-04-26,6431.0,16471.0,0.0,0.0,0.0,1716.0,0.0,242.0,0.0,7398.0,0.0,0.0,9868.0,0.0,20363.0,1833.0,0.0,15680.0,9878.0,196.0,2495.0,14039.0,0.0,498.0
